CÓDIGO,NOME,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),LATITUDE (ºN),LONGITUDE (ºW),ENTIDADE,DISTRITO,CONCELHO,FREGUESIA,RIO,ÁREA DRENADA (KM2),DISTÂNCIA FOZ (KM),ENTRADA FUNCIONAMENTO,DATA FECHO,OBJECTIVO,ESTADO
09N/02,CEREJO-MASSUEIME,,532,-,-,40.732945,-7.224652,ARH-NORTE,-,-,-,,-,-,-,-,-,-,
09N/03,CEREJO-RIBEIRA,,534,-,-,40.730543,-7.225347,ARH-NORTE,-,-,-,,-,-,-,-,-,-,
04G/06,CERQUEIRAL,CÁVADO/RIBEIRAS COSTEIRAS,21,-,-,41.583526,-8.494983,ARH-NORTE,BRAGA,VILA VERDE,CABANELAS,,-,-,-,-,-,-,
04R/50,CERRADA,DOURO,332,321810,512779,41.5751,-6.6726,UTAD,BRAGANÇA,MIRANDA DO DOURO,PARADELA,RIO SABOR,-,-,31-05-2010,-,DQA_ECOL_OPER,ATIVA,
25E/50,CERRADINHA,RIBEIRAS DO ALENTEJO,4,143426,126174,38.10069,-8.77808,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,SANTO ANDRÉ,RIBEIRA DA CASCALHEIRA OU BARRANCO DO LIVRAMENTO,-,-,31-03-2009,-,DQA_ECOL_VIG,ATIVA,
31L/50,CERRO ALMARGEM,RIBEIRAS DO ALGARVE,8,45579.21,-277918.39,37.163478,-7.619951,ARH-ALGARVE,-,-,-,RIBEIRA DE ALMARGEM,-,-,14-04-2009,-,DQA_ECOL_OPER,ATIVA,
28H/02,CERRO DA ANDREZA,MIRA,164,-,-,37.570973,-8.238757,ARH-ALENTEJO,-,-,-,,-,-,-,-,-,-,
30K/50,CERRO PORTO,GUADIANA,247,228468,34460,37.26786,-7.8235,ARH-ALGARVE,FARO,TAVIRA,CACHOPO,RIBEIRA DE ODELEITE,-,-,20-04-2009,-,DQA_ECOL_VIG,ATIVA,
28G/50,CERRO VELHA,MIRA,84,168974,66188,37.56151,-8.48424,ARH-ALENTEJO,BEJA,ODEMIRA,LUZIANES-GARE,BARRANCO DE EL-REI,-,-,14-04-2009,-,DQA_ECOL_VIG,ATIVA,
24H/51,CERRO VERMELHO,SADO,26,190841,135115,38.18296,-8.23762,ARH-ALENTEJO,BEJA,FERREIRA DO ALENTEJO,ODIVELAS,RIBEIRA SOBRANA OU DE VILA NOVA SOBERANA,-,-,21-02-2010,-,DQA_ECOL_OPER,ATIVA,
17K/01,CHAMIÇO,TEJO,272,237389,265055,39.35271,-7.69933,ARH-TEJO,PORTALEGRE,CRATO,MONTE DA PEDRA,RIBEIRA DO MONTE DA PEDRA,-,-,04-05-2009,-,CAPTAÇÃO,ATIVA,
06I/01,CHAPA,DOURO,114,-,-,41.315244,-8.0572,ARH-NORTE,PORTO,AMARANTE,UNIÃO DAS FREGUESIAS DE VILA GARCIA  ABOIM E CHAPA,,-,-,-,-,-,-,
20L/50,CHAPARRAL,TEJO,202,40338.73,-76286.48,38.9801983775,-7.66757597855,ARH-TEJO,-,-,-,RIBEIRA DE SOUSEL,-,-,18-02-2011,-,DQA_ECOL_OPER,ATIVA,
16G/06,CHARNECA DO MAXIAL,TEJO,38,-,-,39.55064,-8.387748,ARH-TEJO,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO NABÃO,-,-,01-01-2019,-,DQA,ATIVA,
20B/02,CHELEIROS,RIBEIRAS DO OESTE,48,96379,214032,38.888503,-9.329924,ARH-TEJO,LISBOA,MAFRA,CHELEIROS,RIO DO LIZANDRO,61.25,16.15,03-10-2001,-,IMPACTO,ATIVA,
16D/03,CHIQUEDA,RIBEIRAS DO OESTE,55,130133,285716,39.537059,-8.946893,ARH-TEJO,LEIRIA,ALCOBAÇA,ALJUBARROTA (PRAZERES),RIO ALCOA,55.31,16.22,22-11-1995,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / NITRATOS / DQA_QUIM_VIG,ATIVA,
18L/51,CHOCANAL,TEJO,198,42171.28,-43729.6,39.2733594285,-7.64440561126,ARH-TEJO,-,-,-,RIBEIRA DE CHOCANAL,-,-,15-02-2011,-,DQA_ECOL_OPER,ATIVA,
10M/04,CHÃO DO RIO,MONDEGO,375,-,-,40.628869,-7.434441,ARH-CENTRO,-,-,-,,-,-,-,-,-,-,
08O/02,CIDADELHE,DOURO,280,286825,437903,40.903951,-7.103405,CCDR-CENTRO,GUARDA,FIGUEIRA DE CASTELO RODRIGO,VALE DE AFONSINHO,RIO CÔA,1739.85,219.46,22-05-1990,-,IMPACTO,ATIVA,
02H/57,CIDADELHE - CCHE,LIMA,73,-,-,41.861239,-8.259871,EDP,VIANA DO CASTELO,PONTE DA BARCA,BRITELO,RIO LIMA,-,-,01-01-2009,-,TURH,ATIVA,
02H/02,CIDADELHE MONTANTE - CCHE,LIMA,87,-,-,41.861739,-8.248507,ARH-NORTE,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,,-,-,-,-,-,-,
25J/12C,CINCO REIS - CCHA (C),SADO,196,-,-,38.01062,-7.93861,EDIA,BEJA,BEJA,BEJA (SANTIAGO MAIOR),RIBEIRA DO OUTEIRO,-,-,01-01-2013,-,EDIA,ATIVA,
25J/12P,CINCO REIS - CCHA (P),SADO,196,-,-,38.01062,-7.93861,EDIA,-,-,-,,-,-,-,-,EDIA,-,
25J/12S,CINCO REIS - CCHA (S),SADO,196,-,-,38.01062,-7.93861,EDIA,BEJA,BEJA,BEJA (SANTIAGO MAIOR),RIBEIRA DO OUTEIRO,-,-,17-01-2013,-,EDIA,ATIVA,
26J/04,CINCO REIS/CHANCUDA/TRINDADE - CINCHATRI1 - CCHA,,209,-,-,37.954444,-7.893056,ARH-ALENTEJO / EDIA,BEJA,BEJA,SANTA CLARA DE LOUREDO,,-,-,-,-,-,-,
26I/04,CINCO REIS/CHANCUDA/TRINDADE - CINCHATRI2 - CCHA,SADO,141,-,-,37.9375,-8.013889,EDIA,BEJA,BEJA,UNIÃO DAS FREGUESIAS DE SANTA VITÓRIA E MOMBEJA,,-,-,-,-,-,-,
26I/05,CINCO REIS/CHANCUDA/TRINDADE - CINCHATRI3 - CCHA,SADO,144,-,-,37.909167,-8.021111,EDIA,BEJA,BEJA,UNIÃO DAS FREGUESIAS DE SANTA VITÓRIA E MOMBEJA,,-,-,-,-,-,-,
17H/07,COALHOS,TEJO,31,-,-,39.457701,-8.173886,ARH-TEJO,SANTARÉM,ABRANTES,PEGO,,-,-,-,-,-,-,
11E/06,COCHADAS,,19,-,-,40.377388,-8.736127,ARH-CENTRO,-,-,-,,-,-,-,-,-,-,
16I/05,CODES,TEJO,154,-,-,39.615675,-8.146899,ARH-TEJO,SANTARÉM,SARDOAL,SANTIAGO DE MONTALEGRE,,-,-,-,-,-,-,
06K/03,CODEÇAIS,DOURO,389,233305,481757,41.304038,-7.735651,CCDR-NORTE,VILA REAL,VILA REAL,VILA REAL (NOSSA SENHORA DA CONCEIÇÃO),RIO CORGO,148.06,128.66,18-01-1994,01-02-2000,CAPTAÇÃO / EXTRACÇÃO,EXTINTA,
22C/04,COINA,TEJO,1,120345,181472,38.59704,-9.04743,CCDR-LVT,SETÚBAL,BARREIRO,COINA,RIO COINA OU VALA REAL,85,32.81,18-02-1998,15-06-2005,IMPACTO,EXTINTA,
31J/01,COIRO BURRA,RIBEIRAS DO ALGARVE,71,20429.98,-285074.63,37.0998837,-7.9032873,CCDR-ALGARVE,FARO,FARO,ESTOI,RIO SECO,36.79,26.38,13-11-2001,-,IMPACTO / DQA_QUIM_VIG / DQA_ECOL_OPER,ATIVA,
13O/04,COITO D. ANTÓNIA,TEJO,398,-,-,40.148578,-7.081775,ARH-TEJO,CASTELO BRANCO,PENAMACOR,PENAMACOR,,-,-,-,-,-,-,
12H/06,COIÇO - CAPT. 46,MONDEGO,49,-10201.23,70670.66,40.306491,-8.253171,ARH-CENTRO,COIMBRA,PENACOVA,OLIVEIRA DO MONDEGO,RIO MONDEGO,-,-,17-02-2014,-,CAPTAÇÃO,ATIVA,
10G/04,COIÇO DAS CHÃS,VOUGA/RIBEIRAS COSTEIRAS,53,-,-,40.543681,-8.382906,ARH-CENTRO,AVEIRO,ÁGUEDA,UNIÃO DAS FREGUESIAS DE BELAZAIMA DO CHÃO  CASTANHEIRA DO VOUGA E AGADÃO,,-,-,-,-,-,-,
18K/50,COJANCAS,TEJO,151,31585.9,-45239.79,39.260207,-7.767143,ARH-TEJO,-,-,-,RIBEIRA DE COJANCAS,-,-,16-02-2011,-,DQA_ECOL_OPER,ATIVA,
21A/05,COLARES,RIBEIRAS DO OESTE,18,85629,204834,38.80365,-9.4497,ARH-TEJO,LISBOA,SINTRA,COLARES,RIBEIRA DE COLARES,37.66,3.32,18-10-2000,-,IMPACTO,ATIVA,
11M/50,COLMEAL,TEJO,474,267012,380760,40.3929,-7.34384,ARH-TEJO,CASTELO BRANCO,BELMONTE,COLMEAL DA TORRE,RIBEIRA DE GAIA,-,-,08-09-2009,-,DQA_ECOL_VIG,ATIVA,
16H/05,COLMEAL (ALB. CASTELO BODE),TEJO,105,190132,292516,39.605992,-8.246737,ARH-TEJO,SANTARÉM,ABRANTES,FONTES,RIO ZÊZERE,3890.54,175.5,09-10-2002,-,CAPTAÇÃO / EXTRACÇÃO / DQA_ECOL_VIG,ATIVA,
23E/03,COMPORTA,,0,-,-,38.376864,-8.790882,ARH-ALENTEJO,-,-,-,,-,-,-,-,-,-,
04P/51,CONDIVAU,DOURO,543,303969,507163,41.527152,-6.88787,UTAD,BRAGANÇA,MACEDO DE CAVALEIROS,VALE DA PORCA,,-,-,20-05-2010,-,DQA_ECOL_VIG,ATIVA,
12G/04,CONRARIA,MONDEGO,25,-,-,40.17273,-8.39477,ARH-CENTRO,COIMBRA,COIMBRA,UNIÃO DAS FREGUESIAS DE SANTA CLARA E CASTELO VIEGAS,,-,-,-,-,-,-,
18A/51,CONSOLAÇÃO,,0,-,-,39.319626,-9.357142,-,-,-,-,,-,-,01-01-2019,-,-,ATIVA,
17G/03,CONSTÂNCIA,TEJO,17,184404,286231,39.477859,-8.342424,DGA,SANTARÉM,CONSTÂNCIA,CONSTÂNCIA,RIO ZÊZERE,67403.07,16.89,15-10-1985,-,DGA,REATIVADA,
17G/10,CONSTÂNCIA (JUS. ZÊZERE),TEJO,20,-17710.34,-22173.54,39.468362,-8.338917,ARH-TEJO,SANTARÉM,CONSTÂNCIA,CONSTÂNCIA,RIO TEJO,-,-,28-01-2018,-,-,ATIVA,
17G/07,CONSTÂNCIA (MONT. ZÊZERE),TEJO,16,-,-,39.476604,-8.335333,ARH-TEJO,SANTARÉM,CONSTÂNCIA,CONSTÂNCIA,RIO TEJO,-,-,23-04-2019,-,DQA,ATIVA,
02O/02,CONTIM,DOURO,592,-,-,41.93923,-7.10446,ARH-NORTE,BRAGANÇA,VINHAIS,SANTALHA,,-,-,-,-,-,-,
28L/13,CONVENTO,GUADIANA,10,-,-,37.6333186,-7.6650987,SOMINCOR,-,-,-,,-,-,-,-,-,-,
05P/03,CONVENTO DE BALSAMÃO (CHACIM),DOURO,419,-,-,41.472555,-6.860466,ARH-NORTE,BRAGANÇA,MACEDO DE CAVALEIROS,CHACIM,,-,-,-,-,-,-,
30E/08,CORCINO (ALB. ODIAXERE-BRAVURA),RIBEIRAS DO ALGARVE,92,147787,30222,37.23649,-8.72149,CCDR-ALGARVE,FARO,MONCHIQUE,MARMELETE,RIBEIRA DA VAGAROSA,13.18,20.71,13-12-1994,04-12-1997,IMPACTO,EXTINTA,
15J/50,CORGAS,TEJO,564,219712,316587,39.821323,-7.89494,ARH-TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,PROENÇA-A-NOVA,RIO ISNA,-,-,21-09-2009,-,DQA_ECOL_VIG,ATIVA,
27E/53,CORGO DA PONTE QUEBRADA,MIRA,0,146964.4,82142.81,37.70267778,-8.733283333,ARH-ALENTEJO,BEJA,ODEMIRA,VILA NOVA DE MILFONTES,,-,-,01-01-2017,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA,
27E/51,CORGO DO PORTO DA MÓ,MIRA,1,146832,85852,37.73764,-8.73628,ARH-ALENTEJO,BEJA,ODEMIRA,VILA NOVA DE MILFONTES,RIBEIRA DO CORGO DO PORTO DA MO,-,-,01-02-2015,-,DQA_ECOL_VIG,ATIVA,
27G/53,CORGO DO VALE DE ALCONDIM,,74,179529.88,93434.43,37.80726,-8.36555,ARH-ALENTEJO,BEJA,OURIQUE,PANÓIAS,BARRANCO DO CORGO DO VALE DE ALCONDIM,-,-,01-02-2015,-,DQA_ECOL_VIG,ATIVA,
26G/55,CORGO DO VALE DE JOÃO VAZ,SADO,68,181721,101709.18,37.88187,-8.34088,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,ALVALADE,BARRANCO DO CORGO DO VALE DE JOAO VAZ,-,-,01-02-2015,-,DQA_ECOL_OPER,ATIVA,
27E/50,CORGO DOS AIVADOS,RIBEIRAS DO ALENTEJO,21,142277,93450,37.80581,-8.78856,ARH-ALENTEJO,BEJA,ODEMIRA,VILA NOVA DE MILFONTES,BARRANCO DO CORGO DOS AIVADOS,-,-,01-02-2015,-,DQA_ECOL_VIG,ATIVA,
22C/51,CORROIOS,TEJO,5,-88362.11,-113597.06,38.6406292438,-9.14801922818,ARH-TEJO,-,-,-,VALA DA CHARNECA,-,-,31-01-2011,-,DQA_ECOL_OPER,ATIVA,
30E/10,CORTADOIRO,RIBEIRAS DO ALGARVE,181,152425,34906,37.27894,-8.66952,CCDR-ALGARVE,FARO,MONCHIQUE,MARMELETE,RIBEIRO DE ODEÁXERE,6.25,26.68,20-04-1995,04-12-1997,Fluxo,EXTINTA,
21D/07,CORTE DE PAU,TEJO,2,-,-,38.732469,-8.893568,ARH-TEJO,SETÚBAL,ALCOCHETE,ALCOCHETE,,-,-,-,-,-,-,
29G/55,CORTE MOURÃO,RIBEIRAS DO ALGARVE,111,180905,43437,37.35683,-8.348633,ARH-ALGARVE,FARO,SILVES,SÃO MARCOS DA SERRA,RIBEIRO DA PERNA SECA,-,-,01-01-2016,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA,
28K/01,CORTE VELHA,GUADIANA,67,-,-,37.66585,-7.720283,ARH-ALENTEJO,BEJA,MÉRTOLA,MÉRTOLA,,-,-,-,-,-,-,
14H/01,CORTES - RIB. LAPA,TEJO,300,-,-,39.899266,-8.201639,ARH-TEJO,LEIRIA,PEDRÓGÃO GRANDE,GRAÇA,,-,-,-,-,-,-,
07O/01,CORTES DA VEIGA,DOURO,122,-,-,41.12828,-7.13267,ARH-NORTE,GUARDA,VILA NOVA DE FOZ CÔA,VILA NOVA DE FOZ CÔA,,-,-,-,-,-,-,
04O/50,CORTIÇOS,DOURO,456,291864,504917,41.5083,-7.0328,UTAD,BRAGANÇA,MACEDO DE CAVALEIROS,CORTIÇOS,RIBEIRA DE CARVALHAIS,-,-,20-05-2010,-,DQA_ECOL_OPER,ATIVA,
10M/03,CORUJEIRA,MONDEGO,705,-,-,40.505995,-7.335631,ARH-CENTRO,GUARDA,GUARDA,UNIÃO DE FREGUESIAS DE CORUJEIRA E TRINTA,,-,-,-,-,-,-,
11M/03,CORUJEIRA - CCHE,MONDEGO,722,-,-,40.49556,-7.33805,EDP,GUARDA,GUARDA,CORUJEIRA,RIBEIRA DO CALDEIRÃO,-,-,01-01-2009,-,TURH,ATIVA,
31K/25,COSTA ABERTA ARMONA,,0,-,-,37.00102,-7.7849,ARH-ALGARVE/IPIMAR,-,-,-,RIA FORMOSA,-,-,01-01-2011,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA,
12D/02,COSTINHA,,39,-,-,40.257481,-8.836137,ARH-CENTRO,COIMBRA,FIGUEIRA DA FOZ,BOM SUCESSO,,-,-,-,-,-,-,
09K/04,COTA - VOUGUINHA,VOUGA/RIBEIRAS COSTEIRAS,527,-,-,40.7799,-7.81044,ARH-CENTRO,VISEU,VISEU,COTA,,-,-,-,-,-,-,
27H/50,COTOVIO,SADO,143,188962,79088,37.67818,-8.25821,ARH-ALENTEJO,BEJA,OURIQUE,OURIQUE,RIO SADO,-,-,20-04-2009,-,DQA_ECOL_OPER,ATIVA,
21H/50,COURELA,TEJO,98,190738,205074,38.808307,-8.233341,ARH-TEJO,ÉVORA,MONTEMOR-O-NOVO,CIBORRO,RIBEIRA DAS BARROSAS,-,-,29-09-2009,-,DQA_ECOL_VIG,ATIVA,
19I/02,COURELA DOS BORREGOS,TEJO,110,-,-,39.094289,-8.060089,ARH-TEJO,PORTALEGRE,AVIS,ALDEIA VELHA,,-,-,-,-,-,-,
11M/08,COURELAS,TEJO,498,-,-,40.402388,-7.403533,ARH-TEJO,-,-,-,,-,-,-,-,-,-,
05K/50,COUTADAS,DOURO,536,235485,488640,41.367188,-7.707426,UTAD,VILA REAL,VILA REAL,VILARINHO DE SAMARDÃ,RIO CORGO,-,-,06-05-2010,-,DQA_ECOL_OPER,ATIVA,
08G/01,COUTO CUCUJÃES - CAPT. 75,VOUGA/RIBEIRAS COSTEIRAS,166,170744,432940,40.865139,-8.4795,CCDR-NORTE,AVEIRO,OLIVEIRA DE AZEMÉIS,VILA DE CUCUJÃES,RIBEIRA DE CERCAL OU VERDE,7.34,46.1,15-01-1997,-,CAPTAÇÃO / EXTRACÇÃO,ATIVA,
15N/01,COUTO DAS PEDRAS NEGRAS,TEJO,186,-,-,39.78179,-7.18734,ARH-TEJO,CASTELO BRANCO,CASTELO BRANCO,MONFORTE DA BEIRA,,-,-,-,-,-,-,
09H/09,COUTO DE CIMA,VOUGA/RIBEIRAS COSTEIRAS,268,-,-,40.756934,-8.31872,ARH-CENTRO,-,-,-,,-,-,-,-,-,-,
20H/04,COUÇO,TEJO,30,-,-,38.994479,-8.282846,ARH-TEJO,SANTARÉM,CORUCHE,COUÇO,,-,-,-,-,-,-,
08G/06,COVAL QUENTE,DOURO,113,-,-,40.96457,-8.33911,ARH-NORTE,AVEIRO,AROUCA,TROPEÇO,,-,-,-,-,-,-,
21C/08,COVANAS BAIXO,TEJO,129,-,-,38.49,-9.06,DGA,-,-,-,RIO TRANCÃO,-,-,29-05-1990,16-09-1993,DGA,EXTINTA,
26I/50,COVANCOS ASSARIAS,SADO,89,198963,107413,37.93344,-8.14489,ARH-ALENTEJO,BEJA,ALJUSTREL,ALJUSTREL,RIBEIRA DA AGUA FORTE,-,-,02-04-2009,-,DQA_ECOL_OPER,ATIVA,
12H/13,COVELOS,MONDEGO,83,-,-,40.170281,-8.282791,ARH-CENTRO,COIMBRA,LOUSÃ,UNIÃO DAS FREGUESIAS DE FOZ DE AROUCE E CASAL DE ERMIO,,-,-,-,-,-,-,
03J/21,COVELÃES,CÁVADO/RIBEIRAS COSTEIRAS,912,-,-,41.80875,-7.89953,ARH-NORTE,-,-,-,,-,-,-,-,-,-,
11L/08,COVÃO DO URSO,MONDEGO,1101,-,-,40.396124,-7.637674,ARH-CENTRO,GUARDA,SEIA,SABUGUEIRO,,-,-,-,-,-,-,
19A/01BIV,COXOS (ERICEIRA) (Biota-Bivalves),OCEANO ATLÂNTICO,-,-,-,39.003569,-9.427418,ARH-TEJO,-,-,-,,-,-,-,-,-,-,
18L/53,CRATO,TEJO,194,243537,255781,39.268761,-7.628469,ARH-TEJO,PORTALEGRE,CRATO,CRATO E MÁRTIRES,RIBEIRA DA RAIA OU DE SEDA,-,-,23-09-2009,-,DQA_ECOL_OPER,ATIVA,
07G/52,CROCA DO ARDA,DOURO,24,180749,451699,41.03629,-8.364544,UTAD,AVEIRO,CASTELO DE PAIVA,RAIVA,RIO ARDA,-,-,09-06-2010,-,DQA_ECOL_VIG,ATIVA,
09M/50,CUNHA,DOURO,608,256131,429088,40.8289,-7.4677,UTAD,VISEU,SERNANCELHE,CUNHA,RIO TÁVORA,-,-,25-05-2010,-,DQA_ECOL_VIG,ATIVA,
14P/50,CURRAIS ARVÉOLA,TEJO,245,304905,326663,39.905449,-6.909716,ARH-TEJO,CASTELO BRANCO,IDANHA-A-NOVA,SALVATERRA DO EXTREMO,RIBEIRA DE ARADES,-,-,17-09-2009,-,DQA_ECOL_VIG,ATIVA,
30L/02,CURRAL BOIEIROS,RIBEIRAS DO ALGARVE,24,244889,24195,37.180852,-7.624049,ARH-ALGARVE,FARO,TAVIRA,TAVIRA (SANTA MARIA),RIBEIRA DE ALMARGEM,43.39,10.03,14-12-1994,-,REFERÊNCIA / BASE / DQA_QUIM_VIG,ATIVA,
23N/50,CURRALÃO (ALB. ALQUEVA),GUADIANA,154,272400,163078,38.42572,-7.295489,ARH-ALENTEJO,ÉVORA,MOURÃO,MOURÃO,RIBEIRA DOS CUNCOS,-,-,28-04-2009,-,DQA_ECOL_OPER,ATIVA,
04M/51,CURROS (Cu20),DOURO,537,256392,504451,41.5074,-7.4577,UTAD,VILA REAL,VALPAÇOS,CURROS,RIO CURROS,-,-,30-04-2010,-,DQA_ECOL_VIG,ATIVA,
22G/50,CURVAL,SADO,136,176713,185435,38.63602,-8.40055,ARH-ALENTEJO,ÉVORA,MONTEMOR-O-NOVO,SILVEIRAS,RIBEIRA DA MARATECA OU LABULA OU SAFIRA,-,-,30-03-2009,-,DQA_ECOL_OPER,ATIVA,
04E/25F,CV_TW_1 - PONTE FÃO (F),,0,-,-,41.515533,-8.772366,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
04E/25S,CV_TW_1 - PONTE FÃO (S),CÁVADO/RIBEIRAS COSTEIRAS,0,-,-,41.515533,-8.772366,-,-,-,-,,-,-,01-01-2019,-,-,ATIVA,
04E/26F,CV_TW_2 - Museu Maritimo Esposende (F),,0,-,-,41.53244,-8.784653,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
04E/26S,CV_TW_2 - Museu Maritimo Esposende (S),CÁVADO/RIBEIRAS COSTEIRAS,0,-,-,41.53244,-8.784653,-,-,-,-,,-,-,01-01-2019,-,-,ATIVA,
30D/51S,CW - ARRIFANA (S),RIBEIRAS DO ALGARVE,0,-,-,37.294084,-8.870044,-,-,-,-,,-,-,01-01-2017,-,-,ATIVA,
10E/51F,CW - BARRA AVEIRO (F),,0,-,-,40.648567,-8.775617,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
10E/51S,CW - BARRA AVEIRO (S),LIS/RIBEIRAS COSTEIRAS,0,-,-,40.648567,-8.775617,-,-,-,-,,-,-,01-01-2019,-,-,ATIVA,
31M/04,CW - BARRA GUADIANA,GUADIANA,0,-,-,37.160038,-7.383942,ARH-ALGARVE,-,-,-,RIO GUADIANA,-,-,01-01-2017,-,-,ATIVA,
08F/07,CW - BARRINHA ESMORIZ - E,VOUGA/RIBEIRAS COSTEIRAS,2,-,-,40.966158,-8.64687,-,-,-,-,,-,-,01-01-2019,-,-,ATIVA,
08F/08,CW - BARRINHA ESMORIZ - F,VOUGA/RIBEIRAS COSTEIRAS,2,-,-,40.959626,-8.640151,-,-,-,-,,-,-,01-01-2019,-,-,ATIVA,
28E/08,CW - CARVALHAL,RIBEIRAS DO ALENTEJO,0,-,-,37.50054,-8.792673,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
27E/06,CW - ILHA PESSEGUEIRO,RIBEIRAS DO ALENTEJO,0,-,-,37.830207,-8.792385,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13D/10,CW - OSSO DA BALEIA,LIS/RIBEIRAS COSTEIRAS,0,-,-,40.00349,-8.914825,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
24E/01,CW - PEGO,RIBEIRAS DO ALENTEJO,0,-,-,38.292441,-8.779732,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
11E/05,CW - POÇO DA CRUZ,VOUGA/RIBEIRAS COSTEIRAS,0,-,-,40.489965,-8.794664,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
12D/04,CW - QUIAIOS,VOUGA/RIBEIRAS COSTEIRAS,0,-,-,40.216999,-8.894835,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
31K/56F,CW - RIA FORMOSA - BARRA DA ARMONA (F),RIBEIRAS DO ALGARVE,0,-,-,37.00644,-7.793114,ARH-ALGARVE,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
31K/56S,CW - RIA FORMOSA - BARRA DA ARMONA (S),RIBEIRAS DO ALGARVE,0,-,-,37.00644,-7.793114,-,-,-,-,,-,-,01-01-2017,-,-,ATIVA,
32J/24S,CW - RIA FORMOSA - BARRA DO FAROL (S),RIBEIRAS DO ALGARVE,0,-,-,36.960116,-7.869657,-,-,-,-,,-,-,01-01-2017,-,-,ATIVA,
31D/02S,CW - SAGRES (S),RIBEIRAS DO ALGARVE,0,-,-,37.012127,-8.918644,-,-,-,-,,-,-,01-01-2017,-,-,ATIVA,
09E/09,CW - SÃO JACINTO,VOUGA/RIBEIRAS COSTEIRAS,0,-,-,40.669832,-8.747362,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13D/09,CW - TAMARGUEIRA,VOUGA/RIBEIRAS COSTEIRAS,0,-,-,40.165938,-8.88459,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
09E/10,CW - TORREIRA,VOUGA/RIBEIRAS COSTEIRAS,0,-,-,40.761533,-8.714706,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
08E/02,CW - TORRÃO DO LAMEIRO,VOUGA/RIBEIRAS COSTEIRAS,0,-,-,40.835325,-8.68959,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
23D/05,CW - TROIA/GALÉ,RIBEIRAS DO ALENTEJO,0,-,-,38.479085,-8.902093,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
14D/10,CW - VIEIRA LEIRIA/ESPORÃO NORTE,LIS/RIBEIRAS COSTEIRAS,0,-,-,39.880817,-8.971951,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
31I/53S,CW - VILAMOURA (S),RIBEIRAS DO ALGARVE,0,-,-,37.067468,-8.135981,-,-,-,-,,-,-,01-01-2017,-,-,ATIVA,
13D/30F,CW MONDEGO - COSTEIRA ADJACENTE (F),,0,-,-,40.14574,-8.88384,-,-,-,-,,-,-,01-01-2019,-,DQA,ATIVA,
13D/30S,CW MONDEGO - COSTEIRA ADJACENTE (S),MONDEGO,0,-,-,40.14574,-8.88384,-,-,-,-,OCEANO ATLÂNTICO,-,-,01-01-2019,-,DQA,ATIVA,
30M/10,CW MONTE GORDO,GUADIANA,0,-,-,37.166667,-7.442778,APA,-,-,-,RIO GUADIANA,-,-,-,-,-,-,
06E/05F,CWB - I - 1B_1 (F),OCEANO ATLÂNTICO,0,-,-,41.21758,-8.74862,INAG/IPIMAR,-,-,-,OCEANO ATLÂNTICO,-,-,17-03-2011,-,EEMA,ATIVA,
06E/05S,CWB - I - 1B_1 (S),OCEANO ATLÂNTICO,0,-,-,41.21758,-8.74862,INAG/IPIMAR,-,-,-,OCEANO ATLÂNTICO,-,-,17-03-2011,-,EEMA,ATIVA,
05E/02F,CWB - I - 1B_2 (F),OCEANO ATLÂNTICO,0,-,-,41.40057,-8.79013,INAG/IPIMAR,-,-,-,OCEANO ATLÂNTICO,-,-,18-03-2011,-,EEMA,ATIVA,
05E/02S,CWB - I - 1B_2 (S),OCEANO ATLÂNTICO,0,-,-,41.40057,-8.79013,INAG/IPIMAR,-,-,-,OCEANO ATLÂNTICO,-,-,18-03-2011,-,EEMA,ATIVA,
11E/03F,CWB - I - 2_1 (F),OCEANO ATLÂNTICO,0,-54466,101515,40.58071,-8.77641,INAG/IPIMAR,-,-,-,OCEANO ATLÂNTICO,-,-,17-03-2011,-,EEMA,ATIVA,
